Early/Mid,Age,Sample,Acrospirifer,Aesopomum,Alatiformia,Ambocoelia,Anastrophia,Anatrypa,Ancillotoechia,Anoplia,Antirhynchonella,Antistrix,Athyrhynchus,Athyris,Atrypa,Bifida,Bojothyris,Brachyprion,Brachyspirifer,Camarotoechia,Carinagypa,Cassidirostrum,Centronella,Chonetes,Choperella,Coelospira,Cortezorthis,Costispirifer,Cranaena,Crurithyris,Cryptonella,Cyrtina,Cyrtinaella,Cyrtinoides,Dalejina,Davidsonia,Delthyris,Desatrypa,Desquamatia,Devonoproductus,Dicoelosia,Discomyorthis,Dolerorthis,Droharhynchia,Dyticospirifer,Echinocoelia,Eleutherokomma,Elita,Elythyna,Emanuella,Enantiosphenella,Eoglossinotoechia,Eoschuchertella,Eurekaspirifer,Geranocephalus,Glassia,Gonatrypa,Gypidula,Gypidulina,Hadrorhynchia,Hebetoechia,Hedeina,Howellella,Howittia,Hypothyridina,Hysterolites,Ilmenia,Innuitella,Invertrypa,Iridistrophia,Johnsonetes,Ladjia,Ladogioides,Leiorhynchus,Lepidoleptaena,Leptaena,Leptaenisca,Leptathyris,Leptocoelina,Leptostrophia,Levenea,Llanoella,Machaeraria,Megakozlowskiella,Megastrophia,Megastrophiella,Meristella,Meristina,Mesodouvillina,Mesoleptostrophia,Metaplasia,Mimatrypa,Mononusphaericorhynchus,Muriferella,Nanothyris,Navispira,Nemesa,Nervostrophia,Newberria,Notoparmella,Nucleospira,Ogilviella,Oriskania,Orthostrophella,orthotetoaceans,Pacificocoelia,Parachonetes,Paracrothyris,Parapholidostrophia,Parastringocephalus,Pentamerella,Pholidostrophia,Phragmophora,Phragmostrophia,Pinguispirifer,Platyterorhynchus,Pleiopleurina,Plicoplasia,Productella,Protathyris,Protocortezorthis,pseudoatrypa,Pseudoparazyga,Ptychopleurella,Quadrithyris,Radiatrypa,Rensselaeria,Resserella,Reticulariopsis,Reticulatrypa,Rhipidomella,Rhipidothyris,Rhynchospirina,Rhyssochonetes,Salopina,Schizophoria,Schuchertella,Septatrypa,Sieberella,Skenidioides,Skenidium,Sphaerirhynchia,Spinatrypa,Spinatrypina,Spinella,Spinoplasia,Spinulicosta,Spirigerina,Stringocephalus,Strophochonetes,Strophodonta,Strophonella,Subrensselandia,Talentella,Tecnocyrtina,Teichertina,Thliborhynchia,Trematospira,Trigonirhynchia,Tyersella,Undispirifer,Vagrania,Vallomyonia,Variatrypa,Warrenella,Werneckeella
Early,LOCHKOV.,TO-IK,0,0,0,0,0.008130081,0,0,0,0,0,0,0,0.081300813,0,0,0.002710027,0,0,0,0,0,0,0,0,0.010840108,0,0,0,0,0.035230352,0.170731707,0,0.20596206,0,0,0,0,0,0,0,0.008130081,0,0,0,0,0,0,0,0,0,0.027100271,0,0,0,0,0.008130081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06504065,0.016260163,0,0,0.002710027,0.027100271,0,0,0.081300813,0,0,0,0,0,0,0,0.002710027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002710027,0,0,0.008130081,0.002710027,0,0,0,0,0,0,0.154471545,0,0,0,0,0.075880759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002710027,0,0,0,0,0,0,0,0
Middle,GIVETIAN,UCLA 3493,0,0,0,0,0,0.024154589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439613527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle,GIVETIAN,UCLA 3496,0,0,0,0,0,0.051502146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004291845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656652361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287553648,0
Middle,GIVETIAN,UCLA 3497,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0
Middle,GIVETIAN,UCR 3473,0,0,0,0,0,0.192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035087719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280701754,0
Middle,GIVETIAN,UCR 3478,0,0,0,0,0,0.470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0
Middle,GIVETIAN,UCR 3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0,0,0,0,0.697674419,0,0,0,0.093023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081395349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058139535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011627907,0,0,0,0,0,0,0,0.023255814,0,0,0,0,0
Middle,GIVETIAN,UCR 3481,0,0,0,0,0,0.201550388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0,0,0,0,0.674418605,0,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07751938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle,GIVETIAN,UCR 3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095959596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828282828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015151515,0
Middle,GIVETIAN,UCR 4456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073170732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036585366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219512195,0
Early,LOCHKOV.,UCR 5447,0,0,0,0,0,0,0,0,0,0,0,0,0.283333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116666667,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0,0.05,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0.433333333,0,0,0,0,0,0,0,0,0,0,0,0
Early,LOCHKOV.,UCR 5448,0,0,0,0,0,0,0,0,0,0,0,0,0.382716049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012345679,0,0,0,0,0,0.024691358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043209877,0,0,0,0,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012345679,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043209877,0,0,0,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450617284,0,0,0,0,0,0,0,0,0,0,0,0
Early,LOCHKOV.,UCR 5450,0,0,0,0,0,0,0,0,0,0,0,0,0.254901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0,0,0.058823529,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088235294,0,0.107843137,0,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0.019607843,0,0.068627451,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215686275,0,0,0,0,0,0,0,0,0,0,0,0
Early,LOCHKOV.,UCR 5451,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015873016,0,0,0.031746032,0,0,0,0,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063492063,0,0.111111111,0,0,0,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349206349,0,0,0,0,0,0,0,0,0,0,0,0
Early,LOCHKOV.,UCR 5452,0,0,0,0,0,0,0,0,0,0,0,0,0.179775281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02247191,0,0,0.078651685,0,0,0,0,0,0.123595506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02247191,0,0.04494382,0,0,0,0,0.258426966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02247191,0,0,0,0.02247191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224719101,0,0,0,0,0,0,0,0,0,0,0,0
Early,LOCHKOV.,UCR 5453,0,0.006666667,0,0,0,0,0,0,0,0,0,0,0.226666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0.04,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073333333,0,0.12,0,0,0,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0,0.006666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0.006666667,0,0,0,0,0,0
Early,LOCHKOV.,UCR 5454,0,0,0,0,0,0,0,0,0,0,0,0,0.184615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061538462,0,0,0.030769231,0,0,0,0,0,0.192307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053846154,0,0.023076923,0,0,0,0,0.046153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030769231,0,0,0.015384615,0,0,0,0.076923077,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0.276923077,0,0,0,0,0,0,0,0,0,0,0,0
Early,LOCHKOV.,UCR 5455,0,0,0,0,0,0,0,0,0,0,0,0,0.275423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008474576,0,0,0.046610169,0,0,0,0,0,0.203389831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004237288,0,0.06779661,0,0,0,0,0.139830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004237288,0,0,0,0.004237288,0,0,0,0,0,0,0,0,0,0,0,0,0.025423729,0,0,0,0.004237288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029661017,0,0,0,0.008474576,0,0.008474576,0,0,0,0,0,0,0,0,0,0,0,0.169491525,0,0,0,0,0,0,0,0,0,0,0,0
Early,LOCHKOV.,UCR 5456,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24137931,0,0.206896552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310344828,0,0,0,0,0,0,0,0,0,0,0,0
Early,LOCHKOV.,UCR 5457,0,0,0,0,0,0,0,0,0,0,0,0,0.015414258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040462428,0,0,0,0,0,0.028901734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574181118,0,0,0.001926782,0,0.034682081,0,0,0,0,0,0,0,0,0,0,0,0.011560694,0,0,0,0,0,0,0,0,0,0,0,0.021194605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096339114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16955684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005780347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early,LOCHKOV.,UCR 5459,0,0,0,0,0.001904762,0,0.215238095,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003809524,0,0,0.007619048,0,0,0,0,0,0.007619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003809524,0,0,0,0,0,0,0,0,0,0,0,0.001904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078095238,0,0,0.060952381,0,0,0,0,0,0.005714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083809524,0,0,0,0,0,0
Early,LOCHKOV.,UCR 5462,0,0.005919854,0,0,0,0,0,0,0,0,0,0,0.181693989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016848816,0,0,0.031420765,0,0,0,0,0,0.033697632,0,0,0,0,0,0,0,0,0,0,0.00273224,0,0,0,0.007741348,0,0.048724954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001821494,0.002276867,0,0,0,0,0,0,0,0,0,0,0,0.000455373,0,0.026867031,0,0,0,0,0,0,0,0,0,0.019581056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035519126,0.000910747,0.00136612,0,0.077413479,0,0.000455373,0,0,0,0,0,0,0,0,0,0.001821494,0,0.485883424,0,0,0,0,0,0,0.016848816,0,0,0,0,0
Early,PRAGIAN,USNM 10726,0.059574468,0,0,0,0,0,0.034042553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319148936,0,0,0,0,0,0,0,0,0.046808511,0,0,0,0,0,0,0,0,0,0.004255319,0,0,0,0,0,0,0,0.004255319,0,0,0,0,0,0,0,0,0,0,0.004255319,0,0,0,0,0,0,0,0,0,0,0,0.012765957,0,0,0,0,0.012765957,0,0,0.038297872,0,0,0.029787234,0,0.004255319,0,0.055319149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340425532,0,0,0,0,0,0,0,0,0,0,0.008510638,0,0,0,0,0,0.008510638,0,0,0,0.008510638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008510638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early,PRAGIAN,USNM 10726f,0.049701789,0,0,0,0,0,0.007952286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497017893,0,0,0,0,0,0.00695825,0,0,0.124254473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00695825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009940358,0,0,0,0.002982107,0.023856859,0,0,0.005964215,0,0,0.040755467,0,0.000994036,0,0.003976143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208747515,0,0,0,0,0,0,0,0,0,0,0.001988072,0,0,0,0,0,0,0,0,0,0.004970179,0,0.000994036,0,0,0,0,0,0,0,0,0,0.001988072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early,PRAGIAN,USNM 10727,0.04587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52293578,0,0,0,0,0,0.036697248,0,0,0.293577982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036697248,0,0,0,0,0,0,0,0,0,0,0.018348624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036697248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009174312,0,0,0,0,0,0,0,0
Early,PRAGIAN,USNM 10730,0.088082902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03626943,0,0,0,0,0,0,0,0,0.093264249,0,0,0,0,0,0,0,0,0,0.005181347,0,0,0,0,0,0,0,0.020725389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025906736,0,0,0,0.005181347,0.113989637,0,0,0.020725389,0,0,0.010362694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564766839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005181347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010362694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early,PRAGIAN,USNM 10731,0,0,0,0,0,0,0.028846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0,0,0.038461538,0,0,0.394230769,0,0,0,0,0,0,0,0,0,0.028846154,0,0,0.009615385,0,0,0,0,0.009615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0,0.028846154,0,0,0.163461538,0,0,0.086538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0.048076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057692308,0,0,0,0,0,0,0.009615385,0,0,0,0,0,0,0,0
Early,PRAGIAN,USNM 10732,0.013215859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039647577,0,0,0.114537445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788546256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026431718,0,0,0,0,0,0,0.008810573,0,0,0,0,0,0,0,0
Early,PRAGIAN,USNM 10749,0.096385542,0,0,0,0,0,0.006024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024096386,0,0,0,0.114457831,0,0,0.355421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006024096,0,0.174698795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198795181,0.018072289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early,EMSIAN,USNM 10752,0,0,0,0,0,0,0,0,0,0,0.001135074,0,0.01816118,0.001135074,0,0,0,0,0.089670829,0,0,0,0,0.006810443,0.003405221,0,0,0,0,0.001135074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004540295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005675369,0,0,0,0,0,0,0,0,0,0,0,0,0.548240636,0,0,0,0,0,0,0,0,0,0.001135074,0,0,0,0,0.287173666,0,0,0,0,0,0,0.017026107,0,0,0,0,0,0,0,0,0,0,0,0,0.001135074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013620885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early,EMSIAN,USNM 10754,0,0,0,0,0,0,0,0,0,0,0.001744186,0,0.022093023,0.002906977,0,0,0,0,0.009883721,0,0,0,0,0,0.020348837,0,0,0,0,0.000581395,0,0,0.004651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0.000581395,0,0,0.48372093,0,0,0,0,0,0,0,0,0,0.012790698,0,0,0,0,0.012790698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026162791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040116279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327906977,0,0,0,0,0,0,0
Early,LOCHKOV.,USNM 10757,0,0.014662757,0,0,0.017595308,0,0,0,0,0,0,0,0.099706745,0,0,0.014662757,0,0,0,0,0,0,0,0,0.06744868,0,0,0,0,0.193548387,0,0,0.093841642,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0.023460411,0,0,0,0,0.079178886,0,0,0,0,0.011730205,0,0,0,0,0,0,0,0,0,0,0,0,0.055718475,0.026392962,0,0,0.011730205,0.008797654,0,0.032258065,0,0,0,0,0.008797654,0.070381232,0,0.002932551,0,0,0,0,0,0,0,0,0.002932551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005865103,0.008797654,0,0,0,0,0,0,0.090909091,0,0,0.002932551,0,0,0,0,0,0,0,0,0.020527859,0,0,0,0.002932551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
