sitename,lat,long,group
USNM 17431,38.012116,-116.19913,NNYE
USNM 17439,37.279167,-116.083044,SNYE
USNM 17440,37.279167,-116.083044,SNYE
USNM 17442,37.279167,-116.083044,SNYE
